HID,Long1,Lat1,Long2,Lat2,marriage,divorce,birth,death,work,education,immigration
3390,114.2625363,22.74366001,114.2492833,22.72174575,0,0,0,0,0,3,0
2003,113.8957434,22.53233885,114.1965306,22.64381334,0,0,0,0,0,4,0
1631,114.0518669,22.60421052,114.0499952,22.60340822,0,0,0,0,0,1,0
810,114.0090737,22.63994719,114.0483532,22.57083058,0,0,0,0,0,3,0
3393,114.2579837,22.68510514,114.2330761,22.71232915,0,0,0,0,0,1,0
1834,113.8677722,22.56190042,113.9243816188275,22.527054878497037,0,0,0,0,0,3,0
465,114.060083,22.54415109,114.0452549,22.52080883,0,0,0,0,0,4,0
630,113.8591147,22.57989424,114.2819348,22.73821424,0,0,0,0,0,2,0
1281,114.2146226,22.73517897,114.304544,22.77640915,0,0,0,0,0,4,0
2284,114.0090737,22.63994719,114.1158478,22.61100671,0,0,0,0,0,5,0
450,113.8016913,22.72411911,113.8072593,22.73892823,0,0,0,0,0,5,0
1524,113.8998904,22.580372,114.1334316,22.58150305,0,0,0,0,0,2,0
1973,113.8865032,22.57412312,113.9035763,22.56325293,0,0,0,0,0,3,0
1140,113.8922297,22.54960966,114.2475063,22.57044047,0,0,0,0,0,1,0
1131,113.8505256,22.57003332,114.3410788,22.69204305,0,0,0,0,1,5,0
174,113.8846552,22.58885046,114.2382816,22.56736153,0,0,0,0,0,2,0
3532,113.8909863,22.77584712,113.8832089,22.78014068,0,0,0,0,0,2,0
962,113.9261702,22.51602169,113.9519058,22.54701975,0,0,0,0,0,3,0
2310,114.0173094,22.62430723,114.063904,22.52564087,0,0,0,0,0,1,0
1161,113.8746316,22.55197004,114.0463786,22.62462621,0,0,0,0,0,3,0
326,113.9126887,22.51986992,113.8652014,22.5862659,0,0,0,0,0,2,0
1221,113.8846552,22.58885046,114.2502282,22.57149983,0,0,0,0,1,4,0
797,113.8507985,22.7636276,114.0521542,22.71887003,0,0,0,0,0,2,0
1214,114.0518669,22.60421052,114.1403311,22.69914974,0,0,0,0,0,2,0
1051,114.0770503,22.54085385,114.1119225,22.54455996,0,0,0,0,0,2,0
1477,114.058055,22.69512613,114.0424233,22.68753666,0,0,0,0,0,4,0
1092,113.8522069,22.6141377,113.8566761,22.60489379,0,0,0,0,0,3,0
726,113.886871,22.57638403,114.3030508,22.59987324,0,0,0,0,0,1,0
3574,114.1220831,22.59238119,114.1357206,22.62069114,0,0,0,0,0,4,0
937,114.0090737,22.63994719,114.0988199,22.55814228,0,0,0,0,0,3,0
563,113.8746316,22.55197004,113.8947251,22.57459705,0,0,0,0,0,2,0
1601,114.0173094,22.62430723,114.0398734,22.6096886,0,0,0,0,0,2,0
350,113.8746316,22.55197004,114.1281902,22.61384109,0,0,0,0,0,5,0
1031,113.8845256,22.55733132,113.8086356,22.70191858,0,0,0,0,0,4,0
2491,113.8511874,22.57309821,114.1199951,22.58974927,0,0,0,0,0,5,0
201,114.0239956,22.64331109,114.2296525,22.5578889,0,0,0,0,0,5,0
2532,114.1335832,22.62485819,114.1253632,22.56775052,0,0,0,0,0,4,0
2377,114.0173094,22.62430723,114.1194332,22.69858259,0,0,0,0,0,1,0
595,113.9250988,22.48714364,113.9082453,22.48228251,0,0,0,0,0,1,0
3426,114.3573882,22.68876983,114.1965306,22.64381334,0,0,0,0,0,3,0
3373,113.8729908,22.56690739,113.8832089,22.78014068,0,0,0,0,0,2,0
3526,113.9485403,22.54665421,114.0252775,22.6568041,0,0,0,0,0,1,0
1744,113.8288835,22.685504,113.8150982,22.68088519,0,0,0,0,0,3,0
1401,113.8865032,22.57412312,114.1655823,22.63742314,0,0,0,0,0,3,0
3313,113.8832089,22.78014068,113.8832089,22.78014068,0,0,0,0,0,2,0
3380,114.0719223,22.66166336,114.0224392,22.63876677,0,0,0,0,0,5,0
1430,113.8289193,22.71956443,113.8832089,22.78014068,0,0,0,0,0,2,0
2316,114.0090737,22.63994719,113.9923464,22.54206556,0,0,0,0,0,1,0
773,114.0090737,22.63994719,114.0755021,22.54166278,0,0,0,0,0,2,0
956,113.9040543,22.57707871,113.9164422,22.54071179,0,0,0,0,0,3,0
3333,114.1222988,22.61457652,114.11241,22.54223148,0,0,0,0,0,5,0
975,113.8593418,22.62832393,114.1354574,22.69815314,0,0,0,0,0,2,0
1291,113.8845256,22.55733132,113.9412351,22.76133931,0,0,0,0,1,5,0
1344,113.8922297,22.54960966,113.8990061,22.56329767,0,0,0,0,0,1,0
1023,113.8746316,22.55197004,114.2023,22.65179365,0,0,0,0,0,2,0
3416,114.2288876,22.70270774,113.9299459,22.74871131,0,0,0,0,0,4,0
1833,114.025783,22.64965565,114.0385725,22.54295442,0,0,0,0,0,4,0
2313,114.0090737,22.63994719,114.0193574,22.63674828,0,0,0,0,0,1,0
905,113.8522069,22.6141377,113.8593418,22.62832393,0,0,0,0,0,2,0
2374,114.049334,22.62386555,114.0239956,22.64331109,0,0,0,0,0,5,0
3550,114.054181,22.59691261,114.0463786,22.62462621,0,0,0,0,0,5,0
2123,113.8591147,22.57989424,114.3096022,22.60178033,0,0,0,0,0,4,0
1106,113.8803084,22.58326725,113.8331494,22.77119285,0,0,0,0,0,5,0
2222,113.8909863,22.77584712,113.8886117,22.77684509,0,0,0,0,0,5,0
614,113.8746316,22.55197004,114.1521987,22.61530084,0,0,0,0,0,2,0
401,113.8511874,22.57309821,114.1518706,22.62661899,0,0,0,0,0,5,0
449,114.025783,22.64965565,114.0627692,22.6325557,0,0,0,0,0,2,0
516,113.8886117,22.77684509,114.1965306,22.64381334,0,0,0,0,0,4,0
413,113.8875092,22.5816675,114.1281902,22.61384109,0,0,0,0,0,2,0
552,113.9299459,22.74871131,114.0407151,22.71409815,0,0,0,0,0,3,0
1239,113.883369,22.59400215,114.2586577,22.59326556,0,0,0,0,0,5,0
701,113.8922297,22.54960966,114.3355732,22.71003255,0,0,0,0,0,1,0
235,113.8591147,22.57989424,114.1258456,22.70170658,0,0,0,0,0,4,0
782,113.9081022,22.57355042,113.9556978,22.59273165,0,0,0,0,0,6,0
3372,114.0211442,22.65440316,113.8832089,22.78014068,0,0,0,0,0,1,0
760,113.8511874,22.57309821,114.2226018,22.72278625,0,0,0,0,0,2,0
1113,113.880545,22.56089154,114.2378371,22.71639645,0,0,0,0,0,1,0
1016,113.9337326,22.76402951,114.1965306,22.64381334,0,0,0,0,0,3,0
1321,114.0064083,22.64803167,113.816067,22.77399148,0,0,0,0,0,2,0
498,114.0064083,22.64803167,114.2270139,22.54952917,0,0,0,0,0,2,0
528,113.8016913,22.72411911,113.8236042,22.71840044,0,0,0,0,0,2,0
1762,114.023723,22.53002473,114.2579837,22.68510514,0,0,0,0,0,5,0
3436,114.2215604,22.73269285,114.3350117,22.70546672,0,0,0,0,0,2,0
3358,113.8197806,22.67144481,113.808973,22.73600021,0,0,0,0,0,2,0
917,113.8591147,22.57989424,114.2468222,22.72244962,0,0,0,0,0,2,0
1949,113.8922297,22.54960966,113.9710961,22.5426991,0,0,0,0,0,1,0
1126,113.8865032,22.57412312,114.1298549,22.55264981,0,0,0,0,0,5,0
3400,114.0191951,22.54249579,114.2468222,22.72244962,0,0,0,0,0,5,0
3562,114.0090737,22.63994719,114.0227262,22.66113226,0,0,0,0,0,3,0
2596,114.2146226,22.73517897,114.1466609,22.60673974,0,0,0,0,0,4,0
3582,114.0394543,22.62014133,114.2262723,22.55629366,0,0,0,0,0,4,0
1097,114.0844981,22.55396949,114.0785332,22.57760417,0,0,0,0,0,2,0
750,113.8865032,22.57412312,114.0211442,22.65440316,0,0,0,0,0,3,0
264,114.0518669,22.60421052,114.1169456,22.5846696,0,0,0,0,0,2,0
861,114.0227262,22.66113226,114.0116897,22.67376115,0,0,0,0,0,5,0
655,113.8960551,22.5573764,113.9439269,22.55312777,0,0,0,0,0,4,0
3408,113.8865032,22.57412312,114.1720306,22.64868879,0,0,0,0,0,2,0
3361,114.081089,22.54846213,114.0173094,22.62430723,0,0,0,0,0,4,0
3486,114.0430051,22.67646734,114.1207023,22.53944976,0,0,0,0,0,2,0
327,114.03878,22.60185337,114.3284852,22.67832611,0,0,0,0,0,1,0
794,113.8826033,22.55538645,113.8960551,22.5573764,0,0,0,0,0,3,0
246,113.8846552,22.58885046,114.2507405,22.71255687,0,0,0,0,0,5,0
3546,114.0217343,22.65356868,114.1330261,22.6173389,0,0,0,0,0,2,0
2517,113.8522069,22.6141377,114.0090737,22.63994719,0,0,0,0,0,5,0
3543,113.9969301,22.643064,114.0463786,22.62462621,0,0,0,0,0,0,0
3457,113.8772696,22.56713794,113.8270988,22.77309735,0,0,0,0,0,1,0
3291,113.8593418,22.62832393,113.9299459,22.74871131,0,0,0,0,0,1,0
1118,114.0858786,22.55626271,114.1043673,22.56109889,0,0,0,0,0,3,0
3538,113.8016913,22.72411911,114.1720306,22.64868879,0,0,0,0,0,3,0
3427,113.8930961,22.58007421,113.8614431,22.58873239,0,0,0,0,0,1,0
1289,113.8511874,22.57309821,114.2464279,22.59127182,0,0,0,0,0,5,0
1196,114.025783,22.64965565,114.2472287,22.60039407,0,0,0,0,0,3,0
1137,114.0173094,22.62430723,114.1317115,22.59419436,0,0,0,0,0,5,0
3587,114.0374198,22.63386006,114.0173094,22.62430723,0,0,0,0,0,1,0
599,114.054181,22.59691261,114.0432457,22.55153549,0,0,0,0,0,1,0
1064,114.0966175,22.55546143,114.1457116,22.55421814,0,0,0,0,0,3,0
1199,113.8865032,22.57412312,114.1063035,22.60805859,0,0,0,0,0,2,0
3398,113.993116,22.59373235,114.0282813,22.62809825,0,0,0,0,0,4,0
2468,113.8846552,22.58885046,114.0211054,22.66759528,0,0,0,0,0,3,0
1109,114.0173094,22.62430723,114.1080087,22.68908288,0,0,0,0,0,1,0
347,113.8289193,22.71956443,114.1077031,22.54312701,0,0,0,0,0,4,0
972,113.8971921,22.59802317,114.1232604,22.60964239,0,0,0,0,0,3,0
1550,113.8746316,22.55197004,114.3239581,22.68326099,0,0,0,0,0,2,0
1866,113.912992,22.5348174,114.2351148,22.69717051,0,0,0,0,0,2,0
1032,113.9383125,22.57746684,113.9572051,22.59681871,0,0,0,0,0,4,0
397,113.8746316,22.55197004,113.979212,22.54353797,0,0,0,0,0,2,0
3471,113.8614431,22.58873239,113.8865032,22.57412312,0,0,0,0,0,4,0
3528,113.8845256,22.55733132,113.8865032,22.57412312,0,0,0,0,0,4,0
1018,113.8511874,22.57309821,114.1154065,22.58507509,0,0,0,0,0,4,0
